Code,Name,URL,Location,Address,Latitude,Longitude,Star Rating,Rating Name_x,Review Count_x,Downtown Distance,Price per Night,Average Price,Check-in Time,Check-out Time,Cancellation Policy,Pets Policy,Payment Methods,Payment Type Number,General Facilities,Facility Count,Room Type Number,Review Score,Rating Name_y,Review Count_y,Cleanliness Score,Comfort Score,Location Score,Facilities Score,Staff Score,Max Occupancy
92,Areguni Guest House,https://www.booking.com/hotel/am/areguni-guest-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=59&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=226235311_216101999_2_42_0&highlighted_blocks=226235311_216101999_2_42_0&matching_block_id=226235311_216101999_2_42_0&sr_pri_blocks=226235311_216101999_2_42_0__1500000&from=searchresults,"3901 Dilijan,Armenia","Getapnya 68/5,",40.74012686,44.84822218,9.0,Wonderfulwonderful,86.0,0.9,"38, 51, 64, 38, 31, 46, 37",43.57142857,From 2:00 PM to 11:30 PM,From 9:00 AM to 12:00 PM,"Free cancellationbefore April 21, 2025",Pets are allowed on request. Charges may apply.,,0,"Toilet paper, Towels, Additional bathroom, Towels/Sheets (extra fee), Guest bathroom, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Wardrobe or closet, City view, Landmark view, Mountain view, Garden view, View, Outdoor fireplace, Picnic area, Outdoor furniture, BBQ facilities, Terrace, Garden, Shared kitchen, Cleaning products, Kitchenware, Electric kettle, Kitchen, Washing machine, Socket near the bed, Drying rack for clothing, Clothes rack, Bicycle rentalAdditional charge, Cooking class, Tour or class about local culture, Sitting area, FruitAdditional charge, Wine/ChampagneAdditional charge, Kids' meals, Parking garage, Shuttle serviceAdditional charge, Strollers, Shared lounge/TV area, Ironing serviceAdditional charge, LaundryAdditional charge, Babysitting/Child servicesAdditional charge, Airport shuttleAdditional charge, 24-hour front desk, Board games/Puzzles, Key access, Carbon monoxide detector, Hardwood or parquet floors, Heating, Soundproof, Carpeted, Family rooms, Ironing facilities, Non-smoking rooms, Iron, Beach chairs/Loungers, English, Russian",63,2,9.0,Wonderfulwonderful,86.0,9.4,8.9,8.6,8.9,9.5,15
93,Villa Sharm Dilijan,https://www.booking.com/hotel/am/villa-sharm-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=60&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1337329101_406186547_2_0_0&highlighted_blocks=1337329101_406186547_2_0_0&matching_block_id=1337329101_406186547_2_0_0&sr_pri_blocks=1337329101_406186547_2_0_0__1620000&from=searchresults,"3901 Dilijan,Armenia","49 Sharambeyan Street,",40.74019606,44.86744967,9.8,Exceptionalexceptional,6.0,0.2,"41, 44, 47, 49, 44, 47, 50, 55",47.125,From 3:00 PM to 9:00 PM,From 8:00 AM to 12:00 PM,"Free cancellationbefore April 21, 2025",Free!Pets are allowed. No extra charges.,"Visa, Maestro",2,"Dining table, Coffee machine, Kitchen, Washing machine, Refrigerator, Linens, Toilet paper, Towels, Bidet, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Shower, Dining area, Flat-screen TV, Hot tub, Picnic area, Outdoor furniture, Outdoor dining area, BBQ facilities, Balcony, Terrace, Garden, Full-body massage, Neck massage, Back massage, Hot tub/Jacuzzi, Massage, Tea/Coffee maker, Tennis equipment, Ping-pong, Inner courtyard view, City view, Mountain view, Garden view, View, Detached, Airport shuttleAdditional charge, Invoice provided, 24-hour front desk, Board games/Puzzles, Board games/puzzles, Designated smoking area, Heating, Soundproof rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Carbon monoxide detector, English, Russian",55,1,9.8,Exceptionalexceptional,6.0,9.3,8.6,9.6,9.6,10.0,20
94,WarmSoul Guesthouse Dilijan,https://www.booking.com/hotel/am/warmsoul-guesthouse-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=61&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1340623601_406468090_2_42_0&highlighted_blocks=1340623601_406468090_2_42_0&matching_block_id=1340623601_406468090_2_42_0&sr_pri_blocks=1340623601_406468090_2_42_0__2000000&from=searchresults,"3904 Dilijan,Armenia","195 Kamo Street,",40.71354043,44.85276944,0.0,Superb,0.0,1.9,"51, 46",48.5,From 12:00 PM to 11:00 PM,From 7:00 AM to 1:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Toilet paper, Towels, Bidet, Toilet, Free toiletries, Hairdryer, Shower, Linens, Wardrobe or closet, Garden view, View, Garden, Smoke-free property, Heating, Non-smoking rooms, English, French, Russian",18,1,0.0,Superb,0.0,0.0,0.0,0.0,0.0,0.0,3
95,A Forest House,https://www.booking.com/hotel/am/a-forest-house-dilizhan1.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=62&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1230085801_395004020_4_0_0&highlighted_blocks=1230085801_395004020_4_0_0&matching_block_id=1230085801_395004020_4_0_0&sr_pri_blocks=1230085801_395004020_4_0_0__7500000&from=searchresults,"3902 Dilijan,Armenia","Тавушский марз, город Дилижан село Техут 8-я улица дом 20,",40.78126515,44.933397,0.0,Superb,0.0,4.6,192,192.0,From 2:00 PM to 12:00 AM,Available 24 hours,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Dining table, Stovetop, Kitchenware, Electric kettle, Kitchen, Microwave, Refrigerator, Toilet paper, Bathtub or shower, Slippers, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Sofa, Flat-screen TV, Sofa bed, Fold-up bed, Clothes rack, Mosquito net, Iron, Outdoor fireplace, Picnic area, Outdoor dining area, Barbecue, Private pool, Terrace, Garden, Hot tub/Jacuzzi, Tea/Coffee maker, Mountain view, Garden view, View, Outdoor play equipment for kids, Designated smoking area, Heating, Russian",38,1,0.0,Superb,0.0,0.0,0.0,0.0,0.0,0.0,4
97,"Villa Fazenda in Dilijan , with 5 bedrooms , апартаменты целиком",https://www.booking.com/hotel/am/villa-fazenda-in-dilijan-with-5-bedrooms-apartamenty-tselikom.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=64&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1337595301_406203495_2_0_0&highlighted_blocks=1337595301_406203495_2_0_0&matching_block_id=1337595301_406203495_2_0_0&sr_pri_blocks=1337595301_406203495_2_0_0__1980000&from=searchresults,"3901, 3901 Dilijan,Armenia",,40.74128973,44.85799938,10.0,Exceptionalexceptional,1.0,0.4,"51, 56, 53, 59, 57, 63, 89, 98, 114, 126, 125, 139, 119, 126, 38, 42",84.6875,From 2:00 PM to 11:00 PM,From 8:00 AM to 12:00 PM,"Free cancellationbefore April 21, 2025",Free!Pets are allowed. No extra charges.,,0,"Kitchen, Washing machine, Kitchenette, Private bathroom, Flat-screen TV, Heating, Private pool, BBQ facilities, Balcony, Terrace, Garden, Seasonal, All ages welcome, Plunge pool, Garden view, View, Air conditioning, Family rooms, Non-smoking rooms, German, English, French, Russian",23,1,10.0,Exceptionalexceptional,1.0,10.0,10.0,10.0,10.0,10.0,28
98,CHALET DILIJAN Hotel & Restauarant,https://www.booking.com/hotel/am/chalet-dilijan-amp-restauarant.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=65&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=502564303_187838108_2_1_0&highlighted_blocks=502564303_187838108_2_1_0&matching_block_id=502564303_187838108_2_1_0&sr_pri_blocks=502564303_187838108_2_1_0__3960000&from=searchresults,"3901 Dilijan,Armenia","Sayat-Nova 63 63,",40.751536,44.878129,9.2,Wonderfulwonderful,183.0,1.1,"101, 121, 140, 126, 146, 166, 89",127.0,From 2:00 PM,Until 12:00 PM,"Free cancellationbefore April 28, 2025",Pets are not allowed.,"Visa, Mastercard, Maestro, Cash",4,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Wardrobe or closet, Walk-in closet, Picnic area, Outdoor furniture, Sun deck, Terrace, Garden, Electric kettle, Refrigerator, Socket near the bed, Clothes rack, Flat-screen TV, Cable channels, Satellite channels, TV, Coffee house on site, FruitAdditional charge, Wine/ChampagneAdditional charge, Bar, Restaurant, Tea/Coffee maker, Street parking, Lockers, Private check-in/out, Concierge, Baggage storage, Express check-in/out, 24-hour front desk, Outdoor play equipment for kids, Board games/Puzzles, Daily housekeeping, Ironing serviceAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Shuttle serviceAdditional charge, Designated smoking area, Air conditioning, Smoke-free property, Mosquito net, Hardwood or parquet floors, Heating, Private entrance, Carpeted, Soundproof rooms, Family rooms, Airport shuttleAdditional charge, Non-smoking rooms, Room service, Upper floors accessible by stairs only, English, Armenian, Russian",67,2,9.2,Wonderfulwonderful,183.0,9.5,9.4,8.5,9.2,9.5,19
99,Deghceni clubhouse,https://www.booking.com/hotel/am/dekhtseni.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=66&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=896997013_377275303_2_42_0&highlighted_blocks=896997013_377275303_2_42_0&matching_block_id=896997013_377275303_2_42_0&sr_pri_blocks=896997013_377275303_2_42_0__3780000&from=searchresults,"0010 Dilijan,Armenia","Первая первая улица дом дом 40,",40.75005197,44.89208529,9.5,Exceptionalexceptional,56.0,1.6,"97, 103, 93, 103, 98, 103, 98, 124, 138, 110, 92, 103",105.1666667,From 2:00 PM to 11:30 PM,From 7:00 AM to 12:00 PM,"Free cancellationbefore April 30, 2025",Pets are allowed on request. Charges may apply.,"American Express, Visa, Mastercard, Diners Club, JCB, Maestro, Discover, UnionPay credit card, Cash",9,"Toilet paper, Towels, Towels/Sheets (extra fee), Guest bathroom, Slippers, Shared toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Linens, Wardrobe or closet, Extra long beds (> 6.5 ft), Inner courtyard view, City view, Garden view, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, BBQ facilitiesAdditional charge, Patio, Terrace, Garden, Shared kitchen, Electric kettle, Socket near the bed, Drying rack for clothing, Clothes rack, Aerobics, Live sports events (broadcast)Additional charge, Cooking classAdditional charge, Tour or class about local cultureAdditional charge, Happy hourAdditional charge, Themed dinnersAdditional charge, Walking tours, Movie nights, Badminton equipmentAdditional charge, Tennis equipmentAdditional charge, Horseback ridingAdditional chargeOff-site, HikingOff-site, Darts, Ping-pong, Playground, Game room, Desk, Coffee house on site, FruitAdditional charge, Wine/ChampagneAdditional charge, Kid-friendly buffet, Kids' mealsAdditional charge, Special diet meals (on request), Breakfast in the room, Bar, Restaurant, Tea/Coffee maker, Invoice provided, Private check-in/out, Baggage storageAdditional charge, Tour desk, Express check-in/out, 24-hour front desk, Outdoor play equipment for kids, Indoor play area, Board games/Puzzles, Babysitting/Child servicesAdditional charge, Daily housekeepingAdditional charge, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Meeting/Banquet facilities, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Shuttle serviceAdditional charge, Shared lounge/TV area, Hypoallergenic, Designated smoking area, Smoke-free property, Hypoallergenic room available, Hardwood or parquet floors, Heating, Soundproof, Private entrance, Packed lunches, Carpeted, Soundproof rooms, Family rooms, Ironing facilities, Airport shuttleAdditional charge, Non-smoking rooms, Iron, Room service, Upper floors accessible by stairs only, Yoga classes, Fitness, Massage chair, Full-body massage, Hand massage, Head massage, Foot massage, Neck massage, Back massage, Spa/Wellness packages, Foot bath, Spa facilities, Body treatments, Hair treatments, Makeup services, Waxing services, Facial treatments, Beauty services, Beach umbrellas, Beach chairs/Loungers, MassageAdditional charge, Armenian",121,6,9.5,Exceptionalexceptional,56.0,9.8,9.6,9.2,9.3,9.9,19
100,Villa Jrhogher Dilijan,https://www.booking.com/hotel/am/villa-jrhogher-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=67&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=158000801_344875013_8_2_0&highlighted_blocks=158000801_344875013_8_2_0&matching_block_id=158000801_344875013_8_2_0&sr_pri_blocks=158000801_344875013_8_2_0__10000000&from=searchresults,"3901 Dilijan,Armenia","Myasnikyan Street, 175,",40.75016087,44.88673563,9.7,Exceptionalexceptional,14.0,1.4,255,255.0,From 2:00 PM,Until 12:00 PM,"Free cancellationbefore April 28, 2025",Pets are allowed. Charges may apply.,"Visa, Mastercard, Maestro, Cash",4,"Street parking, Shared kitchen, Dining table, Coffee machine, Cleaning products, Toaster, Stovetop, Oven, Dryer, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Guest bathroom, Bathtub or shower, Slippers, Shared toilet, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Dining area, Sofa, Fireplace, Sitting area, Desk, Flat-screen TV, Cable channels, Satellite channels, Video, CD player, DVD player, Radio, TV, Socket near the bed, Drying rack for clothing, Clothes rack, Mosquito net, Hardwood or parquet floors, Tile/Marble floor, Soundproof, Private entrance, Carpeted, Fan, Ironing facilities, Iron, Upper floors accessible by stairs only, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, Private pool, BBQ facilities, Patio, Balcony, Terrace, Garden, Shared lounge/TV area, Open all year, Open-air bath, Turkish/Steam Bath, Sauna, Grocery deliveries, Breakfast in the room, Room service, Tea/Coffee maker, Cycling, Hiking, Executive lounge access, Inner courtyard view, City view, Landmark view, Mountain view, Pool view, Garden view, View, Detached, Bicycle rentalAdditional charge, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Express check-in/out, 24-hour front desk, Baby safety gates, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Designated smoking area, Heating, English, Armenian, Russian",103,1,9.7,Exceptionalexceptional,14.0,9.9,9.4,9.8,9.5,9.9,1
101,Aurora Villas,https://www.booking.com/hotel/am/aurora-guest-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=68&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=247380006_395158985_2_2_0&highlighted_blocks=247380006_395158985_2_2_0&matching_block_id=247380006_395158985_2_2_0&sr_pri_blocks=247380006_395158985_2_2_0__2100000&from=searchresults,"3800 Dilijan,Armenia","Tbilisyan Highway,",40.77803308,44.92654502,8.7,Excellentexcellent,167.0,4.2,"54, 46, 84, 89, 97, 105, 110, 118, 77, 84, 89, 97, 105, 110, 118, 77, 84, 89, 97, 105, 110, 118, 77",93.04347826,From 2:00 PM to 12:00 AM,From 12:00 PM to 12:30 PM,"Free cancellationbefore April 30, 2025",Pets are allowed on request. Charges may apply.,"American Express, Visa, Mastercard, JCB, Maestro, UnionPay credit card, Cash",7,"Electric kettle, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Flat-screen TV, Cable channels, Satellite channels, TV, Socket near the bed, Clothes rack, Hypoallergenic, Mosquito net, Tile/Marble floor, Soundproof, Private entrance, Picnic area, Barbecue, BBQ facilities, Balcony, Terrace, Grocery deliveriesAdditional charge, Breakfast in the room, Room service, Restaurant, Tea/Coffee maker, Live music/PerformanceOff-site, Tour or class about local cultureAdditional charge, Walking toursAdditional charge, Horseback ridingAdditional chargeOff-site, HikingOff-site, FishingAdditional chargeOff-site, Wake-up service, Inner courtyard view, Mountain view, Garden view, View, Detached, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Baggage storage, Express check-in/out, 24-hour front desk, Board games/Puzzles, Board games/puzzles, Babysitting/Child servicesAdditional charge, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fax/Photocopying, Designated smoking area, Smoke-free property, Hypoallergenic room available, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Carbon monoxide detector, English, Armenian, Russian",78,1,8.7,Excellentexcellent,167.0,9.0,9.2,9.1,8.7,9.0,42
102,Ojakh,https://www.booking.com/hotel/am/ojax-dilizhan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=69&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=373789905_166236779_2_0_0&highlighted_blocks=373789905_166236779_2_0_0&matching_block_id=373789905_166236779_2_0_0&sr_pri_blocks=373789905_166236779_2_0_0__780000&from=searchresults,"3906 Dilijan,Armenia","Miasnikian street house number 5,",40.75143662,44.88216515,9.0,Wonderfulwonderful,176.0,1.3,"20, 30, 40, 10, 20, 10, 20, 10, 20, 30, 40, 10",21.66666667,From 12:00 PM to 9:00 PM,Until 10:00 AM,"Free cancellationbefore 6:00 PM on May 5, 2025",Pets are not allowed.,,0,"Toilet paper, Towels, Shared toilet, Shared bathroom, Picnic area, Terrace, Garden, Shared kitchen, Dining table, Stovetop, Oven, Kitchenware, Refrigerator, Kitchenette, Socket near the bed, Live music/Performance, Tea/Coffee maker, Parking garage, Pet basket, Hair/Beauty salon, Convenience store on site, Carpeted, Heating, Family rooms, Non-smoking rooms, Entire unit located on ground floor, English, Armenian, Russian",29,4,9.0,Wonderfulwonderful,176.0,8.9,8.6,8.7,8.6,9.8,26
