Code,Name,URL,Location,Address,Latitude,Longitude,Star Rating,Rating Name_x,Review Count_x,Downtown Distance,Price per Night,Average Price,Check-in Time,Check-out Time,Cancellation Policy,Pets Policy,Payment Methods,Payment Type Number,General Facilities,Facility Count,Room Type Number,Review Score,Rating Name_y,Review Count_y,Cleanliness Score,Comfort Score,Location Score,Facilities Score,Staff Score,Max Occupancy
36,Dilijan Villas Rest & Relax,https://www.booking.com/hotel/am/dilijan-villas-rest-amp-relax.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1226739706_405455151_4_0_0&highlighted_blocks=1226739706_405455151_4_0_0&matching_block_id=1226739706_405455151_4_0_0&sr_pri_blocks=1226739706_405455151_4_0_0__2625000&from=searchresults,"3901 Dilijan,Armenia","Ordzhonikidze Street,",40.74717074,44.88158405,9.1,Wonderfulwonderful,39.0,1.0,"67, 134, 105, 153, 125",116.8,From 2:00 PM to 10:00 PM,From 11:00 AM to 12:00 PM,"Free cancellationbefore May 2, 2025",Pets are allowed on request. Charges may apply.,"American Express, Visa, Mastercard, Cash",4,"Private bathroom, Outdoor fireplace, Picnic area, Sun deck, BBQ facilitiesAdditional charge, Terrace, Garden, Opening times, Open all year, Suitable for kids, Hot tub/JacuzziAdditional charge, Packed lunches, Breakfast in the room, Room service, AerobicsAdditional charge, Tour or class about local cultureAdditional charge, Walking toursAdditional charge, Badminton equipment, Tennis equipment, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Baby safety gates, Board games/Puzzles, Ironing serviceAdditional charge, LaundryAdditional charge, Designated smoking area, Smoke-free property, Heating, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV in common areas, Key access, English, Armenian, Russian",38,1,9.1,Wonderfulwonderful,39.0,9.4,9.3,8.7,8.9,9.5,8
37,Popock Dilijan 1,https://www.booking.com/hotel/am/art-guest-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=148724438_269179300_2_42_0&highlighted_blocks=148724438_269179300_2_42_0&matching_block_id=148724438_269179300_2_42_0&sr_pri_blocks=148724438_269179300_2_42_0__1890000&from=searchresults,"3903 Dilijan,Armenia","Kalinini street 12/1,",40.74035405,44.85744327,8.5,Very,328.0,0.4,"48, 48, 48, 48, 57, 57, 67, 67, 67, 67, 67",58.27272727,From 2:00 AM to 11:00 PM,From 9:00 AM to 12:00 PM,"Free cancellationbefore April 28, 2025",Pets are not allowed.,"Visa, Mastercard, Maestro, Cash",4,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Shower, Wardrobe or closet, Mountain view, View, Outdoor fireplace, Picnic area, Outdoor furniture, BBQ facilities, Terrace, Garden, Shared kitchen, Electric kettle, Flat-screen TV, TV, Wine/ChampagneAdditional charge, Bar, Restaurant, Invoice provided, Private check-in/out, Express check-in/out, 24-hour front desk, Baby safety gates, Board games/Puzzles, Daily housekeeping, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV in common areas, Key access, Shuttle serviceAdditional charge, Designated smoking area, Heating, Packed lunches, Family rooms, Airport shuttleAdditional charge, Non-smoking rooms, Kids' pool, English, Russian",45,9,8.5,Very,328.0,8.9,8.6,8.3,8.5,9.1,31
38,M&M Guest House,https://www.booking.com/hotel/am/m-amp-m-guest-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1353516101_407683869_2_0_0&highlighted_blocks=1353516101_407683869_2_0_0&matching_block_id=1353516101_407683869_2_0_0&sr_pri_blocks=1353516101_407683869_2_0_0__2500000&from=searchresults,"3901 Dilijan,Armenia","Kamarini 11 Kamarini 11,",40.7422648,44.8742345,0.0,Superb,0.0,0.5,"64, 57",60.5,From 2:00 PM to 6:00 PM,From 12:00 PM to 1:00 PM,"Free cancellationbefore May 4, 2025",Pets are allowed on request. Charges may apply.,,0,"Private bathroom, Terrace, Garden, Smoke-free property, Heating, English, Russian",7,1,0.0,Superb,0.0,0.0,0.0,0.0,0.0,0.0,3
39,"The Penthouse ,apartment with 2 bedrooms,whole apartment, апартмент целиком",https://www.booking.com/hotel/am/sunshine-apartment.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1071346701_403417956_2_0_0&highlighted_blocks=1071346701_403417956_2_0_0&matching_block_id=1071346701_403417956_2_0_0&sr_pri_blocks=1071346701_403417956_2_0_0__2700000&from=searchresults,"3901 Dilijan,Armenia","Dilijan , Andranik Zoravar street , Home 15,",40.74238635,44.85532755,9.6,Exceptionalexceptional,164.0,0.5,"69, 78, 92, 110, 51",80.0,From 2:00 PM to 12:00 AM,From 8:00 AM to 12:00 PM,"Free cancellationbefore May 2, 2025",Free!Pets are allowed. No extra charges.,"American Express, Visa, Mastercard, Maestro, UnionPay credit card, Cash",6,"Kitchen, Kitchenette, Flat-screen TV, Heating, Balcony, Terrace, Garden, Garden view, View, Family rooms, Non-smoking rooms, German, English, French, Russian",15,1,9.6,Exceptionalexceptional,164.0,9.8,9.7,9.1,9.6,9.8,11
40,Tunik dilijan,https://www.booking.com/hotel/am/tuntunik.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1320679401_404947997_2_0_0&highlighted_blocks=1320679401_404947997_2_0_0&matching_block_id=1320679401_404947997_2_0_0&sr_pri_blocks=1320679401_404947997_2_0_0__3060000&from=searchresults,"3901 Dilijan,Armenia","Ordzhonikidze Street,",40.7450347,44.8762456,9.7,Exceptionalexceptional,18.0,0.7,"78, 80",79.0,From 2:00 PM to 12:00 AM,Available 24 hours,"Free cancellationbefore May 4, 2025",Free!Pets are allowed. No extra charges.,,0,"Coffee machine, Electric kettle, Kitchen, Washing machine, Refrigerator, Linens, Toilet paper, Towels, Bathtub or shower, Slippers, Toilet, Bathrobe, Hairdryer, Shower, Sofa, Sitting area, Socket near the bed, Clothes rack, Private entrance, Carpeted, Heating, Ironing facilities, Iron, Outdoor furniture, Outdoor dining area, Balcony, Terrace, Garden, Tea/Coffee maker, Garden view, View, Fire extinguishers, Smoke alarms, Carbon monoxide detector, English, Russian",36,1,9.7,Exceptionalexceptional,18.0,9.7,9.4,9.9,9.4,9.9,3
41,Hover Boutique Hotel,https://www.booking.com/hotel/am/hover.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=503595827_388007327_2_0_0&highlighted_blocks=503595827_388007327_2_0_0&matching_block_id=503595827_388007327_2_0_0&sr_pri_blocks=503595827_388007327_2_0_0__3000000&from=searchresults,"3903 Dilijan,Armenia","Andranik 3rd alley, building 1,",40.74382382,44.85296419,8.5,Very,458.0,0.7,"77, 68, 82, 73, 133, 153, 204",112.8571429,From 2:00 PM to 12:00 AM,From 12:00 PM to 12:30 PM,Free cancellationanytime,Free!Pets are allowed on request. No extra charges.,"American Express, Visa, Mastercard, Maestro",4,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Hairdryer, Shower, Linens, Wardrobe or closet, Landmark view, Mountain view, View, Outdoor fireplace, Picnic area, Outdoor furniture, BBQ facilitiesAdditional charge, Balcony, Terrace, Garden, Electric kettle, Socket near the bed, Game room, Sofa, Desk, FruitAdditional charge, Wine/ChampagneAdditional charge, Bar, Restaurant, Tea/Coffee maker, Street parking, Daily housekeeping, Baggage storage, Wake-up service, Babysitting/Child servicesAdditional charge, 24-hour front desk, Room service, Indoor play area, Board games/Puzzles, Smoke alarms, Key access, Safe, Heating, Soundproof, Family rooms, Non-smoking rooms, Upper floors accessible by stairs only, English, Russian",49,5,8.5,Very,458.0,8.7,8.5,8.0,8.4,9.2,16
42,DiliVita Rest House,https://www.booking.com/hotel/am/dilivita-rest-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=750144110_389497190_2_1_0&highlighted_blocks=750144110_389497190_2_1_0&matching_block_id=750144110_389497190_2_1_0&sr_pri_blocks=750144110_389497190_2_1_0__4392000&from=searchresults,"3907 Dilijan,Armenia","село Гош, улица Мхитара Гоша 6-ой переулок, дом 14,",40.73193661,45.00460899,9.7,Exceptionalexceptional,297.0,7.3,"112, 140, 168, 90, 112, 140, 168, 90, 112, 140, 168, 90, 129, 157, 185, 103, 135, 108, 151, 179, 207, 121",136.5909091,From 2:00 PM to 12:00 AM,From 12:00 AM to 12:00 PM,"Free cancellationbefore May 3, 2025",Pets are allowed. Charges may apply.,,0,"Toilet paper, Towels, Bidet, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Linens, Wardrobe or closet, Extra long beds (> 6.5 ft), Picnic area, Outdoor furniture, Outdoor dining area, Patio, Terrace, Garden, Dining table, Cleaning products, Electric kettle, Refrigerator, Socket near the bed, Fold-up bed, Clothes rack, Bicycle rentalAdditional charge, Walking toursAdditional charge, Badminton equipment, Evening entertainment, HikingAdditional charge, Playground, Dining area, Sitting area, Wine/ChampagneAdditional charge, Kid-friendly buffet, Kids' meals, Special diet meals (on request), Snack bar, Breakfast in the room, Minibar, Restaurant, Tea/Coffee maker, Valet parking, Street parking, Invoice provided, Lockers, Private check-in/out, Concierge, Baggage storage, Tour desk, Express check-in/out, 24-hour front desk, Strollers, Baby safety gates, Outdoor play equipment for kids, Board games/Puzzles, Board games/puzzles, Child safety socket covers, Daily housekeeping, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Shuttle serviceAdditional charge, Carbon monoxide detector, Grocery deliveriesAdditional charge, Convenience store on site, Hypoallergenic, Designated smoking area, Air conditioning, Mosquito net, Wake-up service, Tile/Marble floor, Heating, Soundproof, Private entrance, Car rental, Packed lunches, Chapel/Shrine, Soundproof rooms, Fan, Family rooms, Ironing facilities, Airport shuttleAdditional charge, Non-smoking rooms, Iron, Wake-up service/Alarm clock, Room service, Entire unit located on ground floor, Beach umbrellas, SaunaAdditional charge, English, Armenian, Russian",101,6,9.7,Exceptionalexceptional,297.0,9.6,9.6,9.6,9.6,9.9,53
43,Dili Town Resort and Spa,https://www.booking.com/hotel/am/dili-town-resort-and-spa.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1019837803_378551587_0_0_0&highlighted_blocks=1019837803_378551587_0_0_0&matching_block_id=1019837803_378551587_0_0_0&sr_pri_blocks=1019837803_378551587_0_0_0__5000000&from=searchresults,"3903 Dilijan,Armenia","Andranik Street 3rd lane, 11,",40.740552,44.862597,9.3,Wonderfulwonderful,180.0,0.2,"128, 324, 243, 163, 353, 273, 273, 460, 230, 370, 485, 424",310.5,From 2:00 PM to 12:00 AM,Until 12:00 PM,"Free cancellationbefore May 4, 2025",Free!Pets are allowed on request. No extra charges.,"Visa, Mastercard, Maestro, Discover",4,"Terrace, Garden, Spa/Wellness packages, Spa lounge/Relaxation area, Steam room, Spa facilities, Hot tub/Jacuzzi, SpaAdditional charge, Sauna, Bar, Family rooms, Non-smoking rooms, English, Armenian, Russian",15,4,9.3,Wonderfulwonderful,180.0,9.6,9.5,8.6,9.6,9.6,31
44,Motives Inn Dilijan,https://www.booking.com/hotel/am/motives-inn-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1124814502_390037576_4_1_0&highlighted_blocks=1124814502_390037576_4_1_0&matching_block_id=1124814502_390037576_4_1_0&sr_pri_blocks=1124814502_390037576_4_1_0__6500000&from=searchresults,"3905 Dilijan,Armenia","Moldovakan 7/2,",40.74446947,44.82900118,9.2,Wonderfulwonderful,91.0,1.9,"166, 192, 197",185.0,From 2:00 PM to 12:00 AM,From 8:00 AM to 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,"Visa, Cash",2,"Toilet paper, Towels, Towels/Sheets (extra fee), Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Linens, Wardrobe or closet, Walk-in closet, Inner courtyard view, View, Picnic area, Outdoor furniture, Sun deck, BBQ facilities, Balcony, Terrace, Garden, Dining table, Electric kettle, Washing machine, Microwave, Sofa bed, Fold-up bed, Clothes rack, Walking toursAdditional charge, Badminton equipment, Darts, Dining area, Sofa, Fireplace, Sitting area, Desk, Flat-screen TV, Breakfast in the room, Tea/Coffee maker, Wake-up service, 24-hour front desk, Room service, Outdoor play equipment for kids, Board games/Puzzles, Fire extinguishers, CCTV in common areas, Smoke alarms, 24-hour security, Smoke-free property, Hardwood or parquet floors, Tile/Marble floor, Heating, Soundproof, Private entrance, Carpeted, Family rooms, Ironing facilities, Non-smoking rooms, Iron, English, Russian",61,1,9.2,Wonderfulwonderful,91.0,9.4,9.5,9.1,9.2,9.6,9
45,COTTAGE CHALET and TOURS,https://www.booking.com/hotel/am/shale-and-tours.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=695818011_333355882_2_41_0&highlighted_blocks=695818011_333355882_2_41_0&matching_block_id=695818011_333355882_2_41_0&sr_pri_blocks=695818011_333355882_2_41_0__3200000&from=searchresults,"3903 Dilijan,Armenia","ул. Сараландж, 4-й проезд, Дом 1,",40.74630298,44.83687462,9.2,Wonderfulwonderful,482.0,1.5,"82, 128, 166",125.3333333,From 2:00 PM to 12:00 AM,From 6:00 AM to 12:00 PM,"Free cancellationbefore April 21, 2025",Pets are not allowed.,,0,"Picnic area, BBQ facilities, Terrace, Garden, Tour or class about local cultureAdditional charge, Tennis equipment, Horseback riding, Ping-pong, Wine/ChampagneAdditional charge, Kids' meals, Bar, Restaurant, Street parking, Private check-in/out, ATM on site, Tour desk, Currency exchange, Express check-in/outAdditional charge, 24-hour front desk, Ironing serviceAdditional charge, Smoke alarms, 24-hour security, Shuttle serviceAdditional charge, Convenience store on site, Heating, Chapel/Shrine, Family rooms, Hair/Beauty salon, Airport shuttleAdditional charge, Non-smoking rooms, English, Russian",32,2,9.2,Wonderfulwonderful,482.0,9.3,9.3,9.1,9.1,9.5,7
47,Balkonchik GuestHouse,https://www.booking.com/hotel/am/beriozka.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=697889502_377028284_2_2_0&highlighted_blocks=697889502_377028284_2_2_0&matching_block_id=697889502_377028284_2_2_0&sr_pri_blocks=697889502_377028284_2_2_0__1912500&from=searchresults,"3906 Dilijan,Armenia","Гая 90/1,",40.75339429,44.90200345,9.1,Wonderfulwonderful,237.0,2.2,"49, 52, 57, 46, 61",53.0,From 1:00 PM,From 11:00 AM to 11:30 AM,"Free cancellationbefore May 2, 2025",Pets are not allowed.,"American Express, Visa, Mastercard, Cash",4,"Toilet paper, Towels, Bathtub or shower, Private bathroom, Free toiletries, Hairdryer, Shower, Linens, Wardrobe or closet, View, Outdoor fireplace, Picnic area, Outdoor furniture, Terrace, Garden, Shared kitchen, Refrigerator, Clothes rack, Accessible parking, Shuttle serviceAdditional charge, Shared lounge/TV area, Fire extinguishers, CCTV outside property, Smoke alarms, 24-hour security, SafeAdditional charge, Hardwood or parquet floors, Heating, Soundproof, Private entrance, Soundproof rooms, Family rooms, Non-smoking rooms, SaunaAdditional charge, Armenian, Russian",36,2,9.1,Wonderfulwonderful,237.0,9.2,9.2,9.2,8.9,9.3,14
48,BIG HOUSE,https://www.booking.com/hotel/am/big-house-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=970967602_369492314_2_34_0&highlighted_blocks=970967602_369492314_2_34_0&matching_block_id=970967602_369492314_2_34_0&sr_pri_blocks=970967602_369492314_2_34_0__1698300&from=searchresults,"3901 Dilijan,Armenia","Ordzhonikidze 1 alley house 16,",40.74672485,44.88139055,8.9,Excellentexcellent,56.0,1.0,"43, 48, 64, 72, 86, 96, 108, 121, 117, 131, 66, 98, 131, 165, 166, 179, 49, 54, 73, 82, 97, 109, 120, 134, 144, 161, 169, 189, 174, 194, 176, 196, 67, 101, 134, 166, 199, 233, 240, 252, 264",133.3658537,From 12:30 PM to 11:30 PM,From 11:00 AM to 11:30 AM,Free cancellationanytime,Pets are not allowed.,,0,"Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Hairdryer, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, Cable channels, Satellite channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Hypoallergenic, Hardwood or parquet floors, Tile/Marble floor, Soundproof, Private entrance, Interconnecting room(s) available, Ironing facilities, Iron, Upper floors accessible by stairs only, Entire unit located on ground floor, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, Private pool, BBQ facilities, Patio, Terrace, Garden, Opening times, Seasonal(temporarily closed), All ages welcome, Plunge pool, Pool/Beach towels, Beach umbrellas, Seasonal(temporarily closed), All ages welcome, Plunge pool, Pool/Beach towels, Beach umbrellas, Kids' pool, Beach umbrellas, Wine/ChampagneAdditional charge, Grocery deliveriesAdditional charge, Tea/Coffee maker, Tour or class about local cultureAdditional charge, Happy hour, Walking toursAdditional charge, Badminton equipment, HikingAdditional chargeOff-site, Inner courtyard view, City view, Landmark view, Mountain view, Pool view, Garden view, View, Semi-detached, Detached, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Lockers, Private check-in/out, Baggage storage, Strollers, Outdoor play equipment for kids, Board games/Puzzles, Books, DVDs or music for children, Board games/puzzles, Child safety socket covers, Playground, Daily housekeepingAdditional charge, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Designated smoking area, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Key access, 24-hour security, English, Russian",114,1,8.9,Excellentexcellent,56.0,9.0,9.1,9.1,8.9,9.3,77
49,RestArt Boutique Hotel,https://www.booking.com/hotel/am/restart-boutique-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1168315602_401787359_2_42_0&highlighted_blocks=1168315602_401787359_2_42_0&matching_block_id=1168315602_401787359_2_42_0&sr_pri_blocks=1168315602_401787359_2_42_0__2610000&from=searchresults,"3902 Dilijan,Armenia","Teghut 10th street 11 house,",40.77953927,44.92667753,9.6,Exceptionalexceptional,42.0,4.3,"67, 53, 80, 64, 80, 64, 97, 77, 103, 115, 92, 54, 57",77.15384615,From 2:00 PM to 4:00 PM,From 11:00 AM to 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are allowed. Charges may apply.,"American Express, Visa, Mastercard, Cash",4,"Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Linens, Wardrobe or closet, Garden view, View, Outdoor fireplace, Picnic area, Outdoor furniture, Sun deck, BBQ facilitiesAdditional charge, Terrace, Garden, Cleaning products, Electric kettle, Refrigerator, Socket near the bed, Drying rack for clothing, Clothes rack, Live sports events (broadcast), Live music/PerformanceAdditional charge, Tour or class about local cultureAdditional charge, Happy hour, Themed dinnersAdditional charge, Walking toursAdditional charge, Movie nights, Stand-up comedyAdditional charge, Bar crawls, Temporary art galleries, Evening entertainment, Nightclub/DJAdditional charge, HikingAdditional chargeOff-site, Desk, Streaming service (like Netflix), Flat-screen TV, Cable channels, Satellite channels, TV, FruitAdditional charge, Wine/ChampagneAdditional charge, Special diet meals (on request), Snack bar, Breakfast in the room, BarAdditional charge, Minibar, Restaurant, Tea/Coffee maker, Invoice provided, Private check-in/out, Concierge, Baggage storage, Tour desk, Express check-in/out, 24-hour front desk, Board games/Puzzles, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fax/Photocopying, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Shuttle serviceAdditional charge, Pet bowls, Pet basket, Grocery deliveriesAdditional charge, Adults only, Shared lounge/TV area, Vending machine (snacks), Vending machine (drinks), Designated smoking area, Air conditioning, Smoke-free property, Hypoallergenic room available, Mosquito net, Wake-up service, Hardwood or parquet floors, Heating, Soundproof, Packed lunches, Carpeted, Soundproof rooms, Airport shuttleAdditional charge, Non-smoking rooms, Room service, Arabic, English, French, Armenian, Italian, Georgian, Russian, Turkish",107,6,9.6,Exceptionalexceptional,42.0,9.8,9.6,8.9,9.6,9.8,20
